Date,Changed By,Change,Jira Ticket
2024-01-02,Kara Soghigian,MeridianLink Opening Module (ML Entry - year 1) transaction fee changed to $12.947,
2024-01-02,Kara Soghigian,MeridianLink Opening Module (ML Entry - year 2) transaction fee changed to $11.556,
2024-01-02,Kara Soghigian,MeridianLink Opening Module (ML Entry - year 3) transaction fee changed to $10.914,
2024-01-02,Kara Soghigian,MeridianLink Opening Module (ML Entry - year 4) transaction fee changed to $10.914,
2024-01-02,Kara Soghigian,MeridianLink Opening Module (ML Entry - year 5) transaction fee changed to $10.914,
2024-01-02,Kara Soghigian,MeridianLink Opening Module (ML Entry - year 6) transaction fee changed to $10.914,
2024-01-02,Kara Soghigian,MeridianLink Opening Module (ML Entry - year 7) transaction fee changed to $10.914,
2024-01-02,Kara Soghigian,"MeridianLink Opening Module Tier 1 (30,000+ apps) transaction fee changed to $1.605",
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 10 (500-999 apps) transaction fee changed to $9.309,
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 11 (250-499 apps) transaction fee changed to $10.7535,
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 12 (up to 249 apps) transaction fee changed to $12.2515,
2024-01-02,Kara Soghigian,"MeridianLink Opening Module Tier 2 (25,000-29,999 apps) transaction fee changed to $1.8725",
2024-01-02,Kara Soghigian,"MeridianLink Opening Module Tier 3 (20,000-24,999 apps) transaction fee changed to $2.14",
2024-01-02,Kara Soghigian,"MeridianLink Opening Module Tier 4 (15,000-19,999 apps) transaction fee changed to $2.461",
2024-01-02,Kara Soghigian,"MeridianLink Opening Module Tier 5 (10,000-14,999 apps) transaction fee changed to $2.889",
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 6 (8000-9999 apps) transaction fee changed to $3.3705,
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 7 (4000-7999 apps) transaction fee changed to $4.1195,
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 8 (2000-3999 apps) transaction fee changed to $5.8315,
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 9 (1000-1999 apps) transaction fee changed to $7.597,
2024-01-02,Kara Soghigian,IST CorrectAddress transaction fee changed to $0.1605,
2024-01-02,Kara Soghigian,Telecheck- New Customer transaction fee changed to $2.8355,
2024-01-02,Kara Soghigian,Faxing transaction fee changed to $0.4815,
2024-01-02,Kara Soghigian,Mailing (1-5 Page Envelope) transaction fee changed to $2.1935,
2024-01-02,Kara Soghigian,Mailing (21-40 Page Envelope) transaction fee changed to $12.198,
2024-01-02,Kara Soghigian,Mailing (41-60 Page Envelope) transaction fee changed to $22.47,
2024-01-02,Kara Soghigian,Mailing (61-80 Page Envelope) transaction fee changed to $26.2685,
2024-01-02,Kara Soghigian,Mailing (6-20 Page Envelope) transaction fee changed to $7.8645,
2024-01-02,Kara Soghigian,Mailing (81-100 Page Envelope) transaction fee changed to $29.104,
2024-01-02,Kara Soghigian,MeasureOne Bank Deposit Verification transaction fee changed to $5.35,
2024-01-02,Kara Soghigian,"MeasureOne Education Tier 1 (500,000+ monthly orders) transaction fee changed to $6.42",
2024-01-02,Kara Soghigian,"MeasureOne Education Tier 2 (250,000 - 499,999 monthly orders) transaction fee changed to $6.955",
2024-01-02,Kara Soghigian,"MeasureOne Education Tier 3 (100,000 - 249,999 monthly orders) transaction fee changed to $7.49",
2024-01-02,Kara Soghigian,"MeasureOne Education Tier 4 (50,000 - 99,999 monthly orders) transaction fee changed to $8.025",
2024-01-02,Kara Soghigian,"MeasureOne Education Tier 5 (25,000 - 49,999 monthly orders) transaction fee changed to $8.56",
2024-01-02,Kara Soghigian,"MeasureOne Education Tier 6 (10,000 - 24,999 monthly orders) transaction fee changed to $9.095",
2024-01-02,Kara Soghigian,"MeasureOne Education Tier 7 (5,000 - 9,999 monthly orders) transaction fee changed to $9.63",
2024-01-02,Kara Soghigian,"MeasureOne Education Tier 8 (0 - 4,999 monthly orders) transaction fee changed to $10.7",
2024-01-02,Kara Soghigian,"MeasureOne Income & Employment Tier 1 (500,000+ monthly orders) transaction fee changed to $5.136",
2024-01-02,Kara Soghigian,"MeasureOne Income & Employment Tier 2 (250,000 - 499,999 monthly orders) transaction fee changed to $5.564",
2024-01-02,Kara Soghigian,"MeasureOne Income & Employment Tier 3 (100,000 - 249,999 monthly orders) transaction fee changed to $5.992",
2024-01-02,Kara Soghigian,"MeasureOne Income & Employment Tier 4 (50,000 - 99,999 monthly orders) transaction fee changed to $6.42",
2024-01-02,Kara Soghigian,"MeasureOne Income & Employment Tier 5 (25,000 - 49,999 monthly orders) transaction fee changed to $6.848",
2024-01-02,Kara Soghigian,"MeasureOne Income & Employment Tier 6 (10,000 - 24,999 monthly orders) transaction fee changed to $7.276",
2024-01-02,Kara Soghigian,"MeasureOne Income & Employment Tier 7 (5,000 - 9,999 monthly orders) transaction fee changed to $7.704",
2024-01-02,Kara Soghigian,"MeasureOne Income & Employment Tier 8 (0 - 4,999 monthly orders) transaction fee changed to $8.56",
2024-01-02,Kara Soghigian,DocuSign ISV Tier 2 (400-499 envelopes included) (Consumer) transaction fee changed to $3.103,
2024-01-02,Kara Soghigian,DocuSign ISV Tier 3 (300-399 envelopes included) (Consumer) transaction fee changed to $3.21,
2024-01-02,Kara Soghigian,DocuSign ISV Tier 4 (200-299 envelopes included) (Consumer) transaction fee changed to $3.4775,
2024-01-02,Kara Soghigian,DocuSign ISV Tier 5 (100-200 envelopes included) (Consumer) transaction fee changed to $3.745,
2024-01-02,Kara Soghigian,DocuSign ISV Tier 6 (50-99 envelopes included) (Consumer) transaction fee changed to $4.0125,
2024-01-02,Kara Soghigian,DocuSign ISV Tier 7 (up to 49 envelopes included) (Consumer) transaction fee changed to $4.28,
2024-01-02,Kara Soghigian,Socure ID & Doc Verification Tier 1 ($5B+ AUM) transaction fee changed to $4.601,
2024-01-02,Kara Soghigian,Socure ID & Doc Verification Tier 2 (<$5B AUM) transaction fee changed to $4.601,
2024-01-02,Kara Soghigian,CrossCore Precise ID for Compliance (aka Prescreen) transaction fee changed to $3.531,
2024-01-02,Kara Soghigian,CrossCore Precise ID with OTP and KIQ transaction fee changed to $3.531,
2024-01-02,Kara Soghigian,TransUnion IDMV & IDMA transaction fee changed to $3.1565,
2024-01-02,Kara Soghigian,Acuant ID Scanning transaction fee changed to $0.5885,
2024-01-02,Kara Soghigian,CrossCore Precise ID transaction fee changed to $2.3005,
2024-01-02,Kara Soghigian,ISTWatch OFAC Watchlist transaction fee changed to $0.321,
2024-01-02,Kara Soghigian,TransUnion IDMV transaction fee changed to $1.7655,
2024-01-02,Kara Soghigian,DealerTrack eContracting (Consumer) transaction fee changed to $8.5065,
2024-01-02,Kara Soghigian,DealerTrack eContracting Per Vaulted Transaction (Consumer) transaction fee changed to $0.535,
2024-01-02,Kara Soghigian,RouteOne (Consumer) transaction fee changed to $4.0125,
2024-01-02,Kara Soghigian,RouteOne eContracting (Consumer) transaction fee changed to $7.4365,
2024-01-02,Kara Soghigian,RouteOne eContracting Authoritative Copy Conversion (ACC) transaction fee changed to $24.61,
2024-01-02,Kara Soghigian,RouteOne Electronic Contracting Per Faxed Page transaction fee changed to $0.214,
2024-01-02,Kara Soghigian,RouteOne Electronic Contracting Per Vaulted Transaction transaction fee changed to $0.535,
2024-01-02,Kara Soghigian,RouteOne TOLEC transaction fee changed to $3.21,
2024-01-02,Kara Soghigian,SMS Text Feature transaction fee changed to $0.107,
2024-01-02,Kara Soghigian,CoreLogic GeoAVM (MeridianLink Consumer) transaction fee changed to $30.923,
2024-01-02,Kara Soghigian,CoreLogic Home Value Explorer (HVE) - MeridianLink Consumer transaction fee changed to $24.717,
2024-01-02,Kara Soghigian,CoreLogic IVAL (Consumer) transaction fee changed to $2.354,
2024-01-02,Kara Soghigian,CoreLogic PASS (Consumer) transaction fee changed to $2.354,
2024-01-02,Kara Soghigian,Flood Transaction (Consumer) transaction fee changed to $1.07,
2024-01-02,Kara Soghigian,PMC (Consumer) transaction fee changed to $2.354,
2024-01-02,Kara Soghigian,ClickSWITCH (new CS client) transaction fee changed to $30.615375,
2024-01-02,Kara Soghigian,AutoCheck transaction fee changed to $10.2185,
2024-01-02,Kara Soghigian,AutoCheck with Buyback Protection transaction fee changed to $13.482,
2024-01-02,Kara Soghigian,Carfax Title Brand Component transaction fee changed to $0.321,
2024-01-02,Kara Soghigian,TransUnion TruValidate Full Bundle (IDV and IDA) transaction fee changed to $4.173,
2024-01-02,Kara Soghigian,TransUnion TruValidate Verification Only (IDV)- with Full Bundle (IDV and IDA) transaction fee changed to $2.3005,
2024-01-02,Kara Soghigian,TransUnion TruValidate Verification Only (IDV)- without Full Bundle transaction fee changed to $2.3005,
2024-01-02,Kara Soghigian,Black Book (Consumer) transaction fee changed to $0.535,
2024-01-02,Kara Soghigian,KBB transaction fee changed to $0.535,
2024-01-02,Kara Soghigian,NADA transaction fee changed to $0.535,
2024-01-02,Kara Soghigian,NADA Other transaction fee changed to $0.535,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Business Module Tier 1 (1000-1999 apps) commitment changed to $14550,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Business Module Tier 2 (500-999 apps) commitment changed to $14550,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Business Module Tier 3 (250-499 apps) commitment changed to $14550,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Consumer Module Tier 10 (500-999 apps) commitment changed to $39265,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Consumer Module Tier 11 (250-499 apps) commitment changed to $30545,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Consumer Module Tier 6 (8000-9999 apps) commitment changed to $74165,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Consumer Module Tier 7 (4000-7999 apps) commitment changed to $65440,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Consumer Module Tier 8 (2000-3999 apps) commitment changed to $56720,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Consumer Module Tier 9 (1000-1999 apps) commitment changed to $46545,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Home Equity Module Tier 1 (1000-1999 apps) commitment changed to $14550,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Home Equity Module Tier 2 (500-999 apps) commitment changed to $14550,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Home Equity Module Tier 3 (250-499 apps) commitment changed to $14550,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Indirect Lending Module Tier 10 (500-999 apps) commitment changed to $10480,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Indirect Lending Module Tier 11 (250-499 apps) commitment changed to $10480,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Indirect Lending Module Tier 6 (8000-9999 apps) commitment changed to $10480,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Indirect Lending Module Tier 7 (4000-7999 apps) commitment changed to $10480,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Indirect Lending Module Tier 8 (2000-3999 apps) commitment changed to $10480,
2024-01-02,Kara Soghigian,JHA MeridianLink Consumer - Indirect Lending Module Tier 9 (1000-1999 apps) commitment changed to $10480,
2024-01-02,Kara Soghigian,JHA MeridianLink Opening Module Tier 10 (500-999 apps) commitment changed to $24015,
2024-01-02,Kara Soghigian,JHA MeridianLink Opening Module Tier 11 (250-499 apps) commitment changed to $20015,
2024-01-02,Kara Soghigian,JHA MeridianLink Opening Module Tier 6 (8000-9999 apps) commitment changed to $52030,
2024-01-02,Kara Soghigian,JHA MeridianLink Opening Module Tier 7 (4000-7999 apps) commitment changed to $42695,
2024-01-02,Kara Soghigian,JHA MeridianLink Opening Module Tier 8 (2000-3999 apps) commitment changed to $36020,
2024-01-02,Kara Soghigian,JHA MeridianLink Opening Module Tier 9 (1000-1999 apps) commitment changed to $29355,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Business Module Tier 1 (1000-1999 apps) commitment changed to $14550,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Business Module Tier 2 (500-999 apps) commitment changed to $14550,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Business Module Tier 3 (250-499 apps) commitment changed to $14550,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Consumer Module (ML Entry - year 1) commitment changed to $14370,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Consumer Module Tier 10 (500-999 apps) commitment changed to $39265,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Consumer Module Tier 11 (250-499 apps) commitment changed to $30545,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Consumer Module Tier 6 (8000-9999 apps) commitment changed to $74165,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Consumer Module Tier 7 (4000-7999 apps) commitment changed to $65440,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Consumer Module Tier 8 (2000-3999 apps) commitment changed to $56720,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Consumer Module Tier 9 (1000-1999 apps) commitment changed to $46545,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Home Equity Module Tier 1 (1000-1999 apps) commitment changed to $14550,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Home Equity Module Tier 2 (500-999 apps) commitment changed to $14550,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Home Equity Module Tier 3 (250-499 apps) commitment changed to $14550,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Indirect Lending Module Tier 10 (500-999 apps) commitment changed to $10480,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Indirect Lending Module Tier 11 (250-499 apps) commitment changed to $10480,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Indirect Lending Module Tier 6 (8000-9999 apps) commitment changed to $10480,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Indirect Lending Module Tier 7 (4000-7999 apps) commitment changed to $10480,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Indirect Lending Module Tier 8 (2000-3999 apps) commitment changed to $10480,
2024-01-02,Kara Soghigian,MeridianLink Consumer - Indirect Lending Module Tier 9 (1000-1999 apps) commitment changed to $10480,
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 10 (500-999 apps) commitment changed to $24015,
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 11 (250-499 apps) commitment changed to $20015,
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 6 (8000-9999 apps) commitment changed to $52030,
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 7 (4000-7999 apps) commitment changed to $42695,
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 8 (2000-3999 apps) commitment changed to $36020,
2024-01-02,Kara Soghigian,MeridianLink Opening Module Tier 9 (1000-1999 apps) commitment changed to $29355,
2024-01-02,Kara Soghigian,Data Connect setup fee changed to $6000,
2024-01-02,Kara Soghigian,MeridianLink Insight setup fee changed to $6000,
2024-01-02,Kara Soghigian,Data Connect annual fee changed to $16000,
2024-01-02,Kara Soghigian,Data Connect & MeridianLink Insight Bundle annual fee changed to $11000,
2024-01-02,Kara Soghigian,MeridianLink Insight annual fee changed to $20000,
2024-01-02,Kara Soghigian,MeridianLink Insight - Additional Power User annual fee changed to $1700,
2024-01-02,Kara Soghigian,MeridianLink Insight - Additional Standard User annual fee changed to $200,
2024-01-02,Kara Soghigian,MeridianLink Insight for RevealPro Clients annual fee changed to $20000,
2024-01-02,Kara Soghigian,Core Conversion (Mortgage) setup fee changed to $14014,
2024-01-02,Kara Soghigian,DNA (Mortgage) setup fee changed to $14547.5,
2024-01-02,Kara Soghigian,Episys (Core) (Mortgage) setup fee changed to $14547.5,
2024-01-02,Kara Soghigian,KeyStone (Mortgage) setup fee changed to $14547.5,
2024-01-02,Kara Soghigian,Spectrum (Summit) (Mortgage) setup fee changed to $14547.5,
2024-01-02,Kara Soghigian,XP System (XP2) (Mortgage) setup fee changed to $14547.5,
2024-01-02,Kara Soghigian,Debt Optimization & Cross-Sell setup fee changed to $1150,
2024-01-02,Kara Soghigian,DocuSign ISV Tier 1 (500+ envelopes) (Mortgage) setup fee changed to $1980,
2024-01-02,Kara Soghigian,DocuSign ISV Tier 2 (400-499 envelopes included) (Mortgage) setup fee changed to $1980,
2024-01-02,Kara Soghigian,DocuSign ISV Tier 3 (300-399 envelopes included) (Mortgage) setup fee changed to $1980,
2024-01-02,Kara Soghigian,DocuSign ISV Tier 4 (200-299 envelopes included) (Mortgage) setup fee changed to $1980,
2024-01-02,Kara Soghigian,DocuSign ISV Tier 5 (100-199 envelopes included) (Mortgage) setup fee changed to $1980,
